Month,Vertical,Client,Horizontal,Project Id,Project Name,Comment,Onsite/Offshore,Billing Type,Revenue,Compensation,Travel Expense,Software Licenses,Subcontracting Costs,Margin
Jan,BFS,Bank of America Corp.,HCM,66,Bank of America Corp._HCM_project,(blank),Offshore,T&M,55664,6154,3200,570,29705,16035
Jan,BFS,Bank of America Corp.,HCM,66,Bank of America Corp._HCM_project,(blank),Onsite,T&M,32285,29417,1650,1460,0,-242
Jan,BFS,Bank of America Corp.,HCM,66,Bank of America Corp._HCM_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Bank of America Corp.,QA,68,Bank of America Corp._QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Bank of America Corp.,QA,68,Bank of America Corp._QA_project,(blank),Offshore,T&M,19692,1923,1200,850,20813,-5094
Jan,BFS,Bank of America Corp.,QA,68,Bank of America Corp._QA_project,(blank),Onsite,T&M,32021,23000,3250,200,12792,-7221
Jan,BFS,Bank of America Corp.,QA,68,Bank of America Corp._QA_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Bank of America Corp.,SAP,67,Bank of America Corp._SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Bank of America Corp.,SAP,67,Bank of America Corp._SAP_project,(blank),Offshore,T&M,53275,6308,4600,1170,28504,12694
Jan,BFS,Bank of America Corp.,SAP,67,Bank of America Corp._SAP_project,(blank),Onsite,T&M,44505,36167,1400,470,0,6468
Jan,BFS,Bank of America Corp.,SAP,67,Bank of America Corp._SAP_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Bank One Corp.,QA,248,Bank One Corp._QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Bank One Corp.,QA,248,Bank One Corp._QA_project,(blank),Offshore,T&M,60116,5846,3450,690,57365,-7235
Jan,BFS,Bank One Corp.,QA,248,Bank One Corp._QA_project,(blank),Onsite,T&M,21753,11917,1650,110,12640,-4564
Jan,BFS,Bank One Corp.,QA,248,Bank One Corp._QA_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Bank One Corp.,SAP,247,Bank One Corp._SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Bank One Corp.,SAP,247,Bank One Corp._SAP_project,(blank),Offshore,T&M,17202,3538,2700,1050,0,9913
Jan,BFS,Bank One Corp.,SAP,247,Bank One Corp._SAP_project,(blank),Onsite,T&M,22412,22917,800,1110,0,-2415
Jan,BFS,Bank One Corp.,SAP,247,Bank One Corp._SAP_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Berkshire Hathaway,QA,133,Berkshire Hathaway_QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Berkshire Hathaway,QA,133,Berkshire Hathaway_QA_project,(blank),Offshore,T&M,42597,3538,3450,670,34551,387
Jan,BFS,Berkshire Hathaway,QA,133,Berkshire Hathaway_QA_project,(blank),Onsite,T&M,20958,13167,3250,1000,11972,-8430
Jan,BFS,Berkshire Hathaway,QA,133,Berkshire Hathaway_QA_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Berkshire Hathaway,SAP,132,Berkshire Hathaway_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Berkshire Hathaway,SAP,132,Berkshire Hathaway_SAP_project,(blank),Offshore,T&M,42793,1385,5150,1530,38111,-3382
Jan,BFS,Berkshire Hathaway,SAP,132,Berkshire Hathaway_SAP_project,(blank),Onsite,T&M,28660,15000,2500,1150,13104,-3094
Jan,BFS,Berkshire Hathaway,SAP,132,Berkshire Hathaway_SAP_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,ChevronTexaco,HCM,25,ChevronTexaco_HCM_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,ChevronTexaco,HCM,25,ChevronTexaco_HCM_project,(blank),Offshore,T&M,22503,1615,700,600,8904,10683
Jan,BFS,ChevronTexaco,HCM,25,ChevronTexaco_HCM_project,(blank),Onsite,T&M,23633,5667,1500,320,12024,4123
Jan,BFS,ChevronTexaco,HCM,25,ChevronTexaco_HCM_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,ChevronTexaco,QA,27,ChevronTexaco_QA_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,ChevronTexaco,QA,27,ChevronTexaco_QA_project,(blank),Offshore,FixedBid,47158,7385,3400,1220,21445,13708
Jan,BFS,ChevronTexaco,QA,27,ChevronTexaco_QA_project,(blank),Onsite,FixedBid,25951,14000,950,500,12936,-2435
Jan,BFS,ChevronTexaco,QA,27,ChevronTexaco_QA_project,True Up/Down,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,ChevronTexaco,SAP,26,ChevronTexaco_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,ChevronTexaco,SAP,26,ChevronTexaco_SAP_project,(blank),Offshore,T&M,78015,10308,7200,1310,24575,34622
Jan,BFS,ChevronTexaco,SAP,26,ChevronTexaco_SAP_project,(blank),Onsite,T&M,34435,24000,1000,320,0,9115
Jan,BFS,ChevronTexaco,SAP,26,ChevronTexaco_SAP_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Citigroup,Analytics,21,Citigroup_Analytics_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Citigroup,Analytics,21,Citigroup_Analytics_project,(blank),Offshore,T&M,37804,4615,3550,1230,6888,21521
Jan,BFS,Citigroup,Analytics,21,Citigroup_Analytics_project,(blank),Onsite,T&M,62853,27750,1900,560,18030,14613
Jan,BFS,Citigroup,Analytics,21,Citigroup_Analytics_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Citigroup,HCM,22,Citigroup_HCM_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Citigroup,HCM,22,Citigroup_HCM_project,(blank),Offshore,T&M,66287,10231,6650,1490,8085,39832
Jan,BFS,Citigroup,HCM,22,Citigroup_HCM_project,(blank),Onsite,T&M,40492,21250,1000,350,12236,5656
Jan,BFS,Citigroup,HCM,22,Citigroup_HCM_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Citigroup,QA,24,Citigroup_QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Citigroup,QA,24,Citigroup_QA_project,(blank),Offshore,T&M,37191,2923,3150,1500,36443,-6825
Jan,BFS,Citigroup,QA,24,Citigroup_QA_project,(blank),Onsite,T&M,35493,21917,2700,1770,23792,-14686
Jan,BFS,Citigroup,QA,24,Citigroup_QA_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Citigroup,SAP,23,Citigroup_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Citigroup,SAP,23,Citigroup_SAP_project,(blank),Offshore,T&M,38815,4385,2650,670,16296,14815
Jan,BFS,Citigroup,SAP,23,Citigroup_SAP_project,(blank),Onsite,T&M,21298,16250,1700,800,0,2548
Jan,BFS,Citigroup,SAP,23,Citigroup_SAP_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Fannie Mae,HCM,69,Fannie Mae_HCM_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Fannie Mae,HCM,69,Fannie Mae_HCM_project,(blank),Offshore,FixedBid,49123,3769,2450,2420,21971,18513
Jan,BFS,Fannie Mae,HCM,69,Fannie Mae_HCM_project,(blank),Onsite,FixedBid,42759,15417,200,450,11644,15049
Jan,BFS,Fannie Mae,HCM,69,Fannie Mae_HCM_project,True Up/Down,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Fannie Mae,QA,71,Fannie Mae_QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Fannie Mae,QA,71,Fannie Mae_QA_project,(blank),Offshore,T&M,43414,6308,3100,950,20284,12772
Jan,BFS,Fannie Mae,QA,71,Fannie Mae_QA_project,(blank),Onsite,T&M,30288,22083,2200,1160,0,4844
Jan,BFS,Fannie Mae,QA,71,Fannie Mae_QA_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Fannie Mae,SAP,70,Fannie Mae_SAP_project,Adjustments,(blank),T&M,-28815,0,0,0,0,-28815
Jan,BFS,Fannie Mae,SAP,70,Fannie Mae_SAP_project,(blank),Offshore,T&M,43126,6077,2000,1200,7348,26502
Jan,BFS,Fannie Mae,SAP,70,Fannie Mae_SAP_project,(blank),Onsite,T&M,37369,7500,1100,950,25750,2069
Jan,BFS,Fannie Mae,SAP,70,Fannie Mae_SAP_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Freddie Mac,Analytics,135,Freddie Mac_Analytics_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Freddie Mac,Analytics,135,Freddie Mac_Analytics_project,(blank),Offshore,FixedBid,17418,2385,1400,560,0,13074
Jan,BFS,Freddie Mac,Analytics,135,Freddie Mac_Analytics_project,(blank),Onsite,FixedBid,7465,5417,200,160,0,1688
Jan,BFS,Freddie Mac,Analytics,135,Freddie Mac_Analytics_project,True Up/Down,(blank),FixedBid,14897,0,0,0,0,14897
Jan,BFS,Freddie Mac,HCM,136,Freddie Mac_HCM_project,Adjustments,(blank),T&M,-7329,0,0,0,0,-7329
Jan,BFS,Freddie Mac,HCM,136,Freddie Mac_HCM_project,(blank),Offshore,T&M,53937,7231,2950,520,19301,23935
Jan,BFS,Freddie Mac,HCM,136,Freddie Mac_HCM_project,(blank),Onsite,T&M,7142,5417,1750,100,0,-124
Jan,BFS,Freddie Mac,HCM,136,Freddie Mac_HCM_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Freddie Mac,QA,138,Freddie Mac_QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Freddie Mac,QA,138,Freddie Mac_QA_project,(blank),Offshore,T&M,19751,2231,1700,880,22011,-7071
Jan,BFS,Freddie Mac,QA,138,Freddie Mac_QA_project,(blank),Onsite,T&M,23204,17083,2250,960,12450,-9540
Jan,BFS,Freddie Mac,QA,138,Freddie Mac_QA_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Freddie Mac,SAP,137,Freddie Mac_SAP_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Freddie Mac,SAP,137,Freddie Mac_SAP_project,(blank),Offshore,FixedBid,34474,5538,2650,510,15669,10106
Jan,BFS,Freddie Mac,SAP,137,Freddie Mac_SAP_project,(blank),Onsite,FixedBid,46526,25667,1800,2200,19934,-3074
Jan,BFS,Freddie Mac,SAP,137,Freddie Mac_SAP_project,True Up/Down,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Goldman Sachs Group,HCM,172,Goldman Sachs Group_HCM_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Goldman Sachs Group,HCM,172,Goldman Sachs Group_HCM_project,(blank),Offshore,T&M,43442,4615,1400,410,16932,20084
Jan,BFS,Goldman Sachs Group,HCM,172,Goldman Sachs Group_HCM_project,(blank),Onsite,T&M,40202,16250,1950,420,12768,8814
Jan,BFS,Goldman Sachs Group,HCM,172,Goldman Sachs Group_HCM_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Goldman Sachs Group,QA,174,Goldman Sachs Group_QA_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Goldman Sachs Group,QA,174,Goldman Sachs Group_QA_project,(blank),Offshore,FixedBid,42440,6846,3250,830,7084,24430
Jan,BFS,Goldman Sachs Group,QA,174,Goldman Sachs Group_QA_project,(blank),Onsite,FixedBid,47278,22917,2200,910,24300,-3049
Jan,BFS,Goldman Sachs Group,QA,174,Goldman Sachs Group_QA_project,True Up/Down,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Goldman Sachs Group,SAP,173,Goldman Sachs Group_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Goldman Sachs Group,SAP,173,Goldman Sachs Group_SAP_project,(blank),Offshore,T&M,49541,2462,3700,1170,38306,3903
Jan,BFS,Goldman Sachs Group,SAP,173,Goldman Sachs Group_SAP_project,(blank),Onsite,T&M,24499,0,750,20,24995,-1266
Jan,BFS,Goldman Sachs Group,SAP,173,Goldman Sachs Group_SAP_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,J.P. Morgan Chase,Analytics,73,J.P. Morgan Chase_Analytics_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,J.P. Morgan Chase,Analytics,73,J.P. Morgan Chase_Analytics_project,(blank),Offshore,FixedBid,67668,4462,3950,1570,24608,33079
Jan,BFS,J.P. Morgan Chase,Analytics,73,J.P. Morgan Chase_Analytics_project,(blank),Onsite,FixedBid,83255,31333,2150,1000,24480,24292
Jan,BFS,J.P. Morgan Chase,Analytics,73,J.P. Morgan Chase_Analytics_project,True Up/Down,(blank),FixedBid,-18902,0,0,0,0,-18902
Jan,BFS,J.P. Morgan Chase,Cloud,72,J.P. Morgan Chase_Cloud_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,J.P. Morgan Chase,Cloud,72,J.P. Morgan Chase_Cloud_project,(blank),Offshore,FixedBid,26801,2308,3750,980,15781,3983
Jan,BFS,J.P. Morgan Chase,Cloud,72,J.P. Morgan Chase_Cloud_project,True Up/Down,(blank),FixedBid,-7185,0,0,0,0,-7185
Jan,BFS,J.P. Morgan Chase,HCM,74,J.P. Morgan Chase_HCM_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,J.P. Morgan Chase,HCM,74,J.P. Morgan Chase_HCM_project,(blank),Offshore,FixedBid,53666,4077,5850,1560,22867,19312
Jan,BFS,J.P. Morgan Chase,HCM,74,J.P. Morgan Chase_HCM_project,(blank),Onsite,FixedBid,45651,0,2100,810,45733,-2992
Jan,BFS,J.P. Morgan Chase,HCM,74,J.P. Morgan Chase_HCM_project,True Up/Down,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,J.P. Morgan Chase,QA,76,J.P. Morgan Chase_QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,J.P. Morgan Chase,QA,76,J.P. Morgan Chase_QA_project,(blank),Offshore,T&M,17150,3154,1600,280,8150,3966
Jan,BFS,J.P. Morgan Chase,QA,76,J.P. Morgan Chase_QA_project,(blank),Onsite,T&M,30679,10833,2750,710,23345,-6959
Jan,BFS,J.P. Morgan Chase,QA,76,J.P. Morgan Chase_QA_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,J.P. Morgan Chase,SAP,75,J.P. Morgan Chase_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,J.P. Morgan Chase,SAP,75,J.P. Morgan Chase_SAP_project,(blank),Offshore,T&M,47077,5769,1850,1820,8400,29238
Jan,BFS,J.P. Morgan Chase,SAP,75,J.P. Morgan Chase_SAP_project,(blank),Onsite,T&M,19602,6250,200,0,12792,360
Jan,BFS,J.P. Morgan Chase,SAP,75,J.P. Morgan Chase_SAP_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Lehman Brothers Hldgs.,Analytics,282,Lehman Brothers Hldgs._Analytics_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Lehman Brothers Hldgs.,Analytics,282,Lehman Brothers Hldgs._Analytics_project,(blank),Offshore,FixedBid,60023,6923,4550,920,9020,38610
Jan,BFS,Lehman Brothers Hldgs.,Analytics,282,Lehman Brothers Hldgs._Analytics_project,(blank),Onsite,FixedBid,36127,20250,200,500,0,15177
Jan,BFS,Lehman Brothers Hldgs.,Analytics,282,Lehman Brothers Hldgs._Analytics_project,True Up/Down,(blank),FixedBid,12688,0,0,0,0,12688
Jan,BFS,Lehman Brothers Hldgs.,Cloud,281,Lehman Brothers Hldgs._Cloud_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Lehman Brothers Hldgs.,Cloud,281,Lehman Brothers Hldgs._Cloud_project,(blank),Offshore,T&M,56810,5846,3700,1210,39840,6213
Jan,BFS,Lehman Brothers Hldgs.,Cloud,281,Lehman Brothers Hldgs._Cloud_project,(blank),Onsite,T&M,19432,8333,1100,650,10220,-871
Jan,BFS,Lehman Brothers Hldgs.,Cloud,281,Lehman Brothers Hldgs._Cloud_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Lehman Brothers Hldgs.,HCM,283,Lehman Brothers Hldgs._HCM_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Lehman Brothers Hldgs.,HCM,283,Lehman Brothers Hldgs._HCM_project,(blank),Offshore,FixedBid,50364,6385,3500,1260,8313,30907
Jan,BFS,Lehman Brothers Hldgs.,HCM,283,Lehman Brothers Hldgs._HCM_project,(blank),Onsite,FixedBid,37256,23000,4000,180,0,10076
Jan,BFS,Lehman Brothers Hldgs.,HCM,283,Lehman Brothers Hldgs._HCM_project,True Up/Down,(blank),FixedBid,49115,0,0,0,0,49115
Jan,BFS,Lehman Brothers Hldgs.,QA,285,Lehman Brothers Hldgs._QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Lehman Brothers Hldgs.,QA,285,Lehman Brothers Hldgs._QA_project,(blank),Offshore,T&M,40414,4538,4900,1070,23497,6408
Jan,BFS,Lehman Brothers Hldgs.,QA,285,Lehman Brothers Hldgs._QA_project,(blank),Onsite,T&M,25613,18333,1500,0,11760,-5980
Jan,BFS,Lehman Brothers Hldgs.,QA,285,Lehman Brothers Hldgs._QA_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Lehman Brothers Hldgs.,SAP,284,Lehman Brothers Hldgs._SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Lehman Brothers Hldgs.,SAP,284,Lehman Brothers Hldgs._SAP_project,(blank),Offshore,T&M,30512,2769,1650,910,7181,18002
Jan,BFS,Lehman Brothers Hldgs.,SAP,284,Lehman Brothers Hldgs._SAP_project,(blank),Onsite,T&M,11501,0,2000,0,12714,-3213
Jan,BFS,Lehman Brothers Hldgs.,SAP,284,Lehman Brothers Hldgs._SAP_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Merrill Lynch,HCM,123,Merrill Lynch_HCM_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Merrill Lynch,HCM,123,Merrill Lynch_HCM_project,(blank),Offshore,FixedBid,53838,3231,2600,760,22981,24267
Jan,BFS,Merrill Lynch,HCM,123,Merrill Lynch_HCM_project,(blank),Onsite,FixedBid,70030,18333,0,240,36972,14485
Jan,BFS,Merrill Lynch,HCM,123,Merrill Lynch_HCM_project,True Up/Down,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Merrill Lynch,QA,125,Merrill Lynch_QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Merrill Lynch,QA,125,Merrill Lynch_QA_project,(blank),Offshore,T&M,28733,1000,2300,510,28523,-3600
Jan,BFS,Merrill Lynch,QA,125,Merrill Lynch_QA_project,(blank),Onsite,T&M,33540,17333,700,320,11972,3214
Jan,BFS,Merrill Lynch,QA,125,Merrill Lynch_QA_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Merrill Lynch,SAP,124,Merrill Lynch_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Merrill Lynch,SAP,124,Merrill Lynch_SAP_project,(blank),Offshore,T&M,75733,10308,5950,2430,7896,49150
Jan,BFS,Merrill Lynch,SAP,124,Merrill Lynch_SAP_project,(blank),Onsite,T&M,60922,31083,1000,670,13193,14976
Jan,BFS,Merrill Lynch,SAP,124,Merrill Lynch_SAP_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Morgan Stanley,Analytics,98,Morgan Stanley_Analytics_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Morgan Stanley,Analytics,98,Morgan Stanley_Analytics_project,(blank),Offshore,FixedBid,56625,5308,2900,730,15200,32487
Jan,BFS,Morgan Stanley,Analytics,98,Morgan Stanley_Analytics_project,(blank),Onsite,FixedBid,23270,5417,1500,550,12936,2868
Jan,BFS,Morgan Stanley,Analytics,98,Morgan Stanley_Analytics_project,True Up/Down,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Morgan Stanley,HCM,99,Morgan Stanley_HCM_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Morgan Stanley,HCM,99,Morgan Stanley_HCM_project,(blank),Offshore,T&M,56800,7846,4250,1420,6400,36884
Jan,BFS,Morgan Stanley,HCM,99,Morgan Stanley_HCM_project,(blank),Onsite,T&M,19518,11667,2500,150,0,5201
Jan,BFS,Morgan Stanley,HCM,99,Morgan Stanley_HCM_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Morgan Stanley,QA,101,Morgan Stanley_QA_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Morgan Stanley,QA,101,Morgan Stanley_QA_project,(blank),Offshore,FixedBid,67743,8385,5600,1130,37199,15429
Jan,BFS,Morgan Stanley,QA,101,Morgan Stanley_QA_project,(blank),Onsite,FixedBid,46282,17083,2400,1600,34316,-9117
Jan,BFS,Morgan Stanley,QA,101,Morgan Stanley_QA_project,True Up/Down,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,Morgan Stanley,SAP,100,Morgan Stanley_SAP_project,Adjustments,(blank),FixedBid,17243,0,0,0,0,17243
Jan,BFS,Morgan Stanley,SAP,100,Morgan Stanley_SAP_project,(blank),Offshore,FixedBid,21493,4462,2350,70,0,14611
Jan,BFS,Morgan Stanley,SAP,100,Morgan Stanley_SAP_project,(blank),Onsite,FixedBid,27957,5417,1200,300,17325,3715
Jan,BFS,Morgan Stanley,SAP,100,Morgan Stanley_SAP_project,True Up/Down,(blank),FixedBid,1568,0,0,0,0,1568
Jan,BFS,New York Life Insurance,Analytics,220,New York Life Insurance_Analytics_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,New York Life Insurance,Analytics,220,New York Life Insurance_Analytics_project,(blank),Offshore,FixedBid,54956,3385,3150,2010,33810,12602
Jan,BFS,New York Life Insurance,Analytics,220,New York Life Insurance_Analytics_project,(blank),Onsite,FixedBid,42094,5417,2150,1060,37822,-4355
Jan,BFS,New York Life Insurance,Analytics,220,New York Life Insurance_Analytics_project,True Up/Down,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,New York Life Insurance,Cloud,219,New York Life Insurance_Cloud_project,Adjustments,(blank),FixedBid,0,0,0,0,0,0
Jan,BFS,New York Life Insurance,Cloud,219,New York Life Insurance_Cloud_project,(blank),Offshore,FixedBid,27687,4154,1250,1110,14294,6879
Jan,BFS,New York Life Insurance,Cloud,219,New York Life Insurance_Cloud_project,(blank),Onsite,FixedBid,18040,0,0,70,18914,-944
Jan,BFS,New York Life Insurance,Cloud,219,New York Life Insurance_Cloud_project,True Up/Down,(blank),FixedBid,-809,0,0,0,0,-809
Jan,BFS,New York Life Insurance,HCM,221,New York Life Insurance_HCM_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,New York Life Insurance,HCM,221,New York Life Insurance_HCM_project,(blank),Offshore,T&M,35005,1000,4650,1230,34935,-6810
Jan,BFS,New York Life Insurance,HCM,221,New York Life Insurance_HCM_project,(blank),Onsite,T&M,37685,25917,1800,530,10349,-911
Jan,BFS,New York Life Insurance,HCM,221,New York Life Insurance_HCM_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,New York Life Insurance,QA,223,New York Life Insurance_QA_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,New York Life Insurance,QA,223,New York Life Insurance_QA_project,(blank),Offshore,T&M,26974,1769,1600,1200,29189,-6784
Jan,BFS,New York Life Insurance,QA,223,New York Life Insurance_QA_project,(blank),Onsite,T&M,25874,10833,4250,670,23976,-13855
Jan,BFS,New York Life Insurance,QA,223,New York Life Insurance_QA_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,New York Life Insurance,SAP,222,New York Life Insurance_SAP_project,Adjustments,(blank),T&M,0,0,0,0,0,0
Jan,BFS,New York Life Insurance,SAP,222,New York Life Insurance_SAP_project,(blank),Offshore,T&M,40688,5462,1500,300,19712,13715
Jan,BFS,New York Life Insurance,SAP,222,New York Life Insurance_SAP_project,(blank),Onsite,T&M,35031,27333,1700,900,13272,-8174
Jan,BFS,New York Life Insurance,SAP,222,New York Life Insurance_SAP_project,True Up/Down,(blank),T&M,0,0,0,0,0,0
Jan,BFS,Prudential Financial,Analytics,197,Prudential Financial_Analytics_project,Adjustments,(blank),T&M,0,0,0,0,0,0
